,Địa chỉ,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích (m2),Số toilet,Nội thất,Latitude,Longitude,Đường
4761,"Dự án Felisa Riverside, Đường Bến Bình Đông, Phường 11, Quận 8, Hồ Chí Minh",2193.58447265625,39.43632507324219,2,Quận 8,61.0,2,Cơ bản,10.73430061340332,106.63616180419922,Bến Bình Đông
4762,"Sunview Town, Số 8, Đường Gò Dưa, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",1830.0,32.1,2,Thủ Đức,57.0,2,Đầy đủ,10.8657083511353,106.727432250977,Gò Dưa
4763,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",5558.0146484375,48.91693115234375,2,Phú Nhuận,86.0,2,Cơ bản,10.80528736114502,106.68518829345705,Nguyễn Thượng Hiền
4764,"Dự án Park Legend, Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",5000.0,81.97,2,Tân Bình,61.0,1,Đầy đủ,10.800010681152344,106.66071319580078,Hoàng Văn Thụ
4765,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1800.0,33.96,2,Quận 2,53.0,2,Đầy đủ,10.7710762023926,106.786506652832,Nguyễn Thị Định
4766,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1800.0,34.09,2,Quận 2,52.8,2,Cơ bản.,10.771076202392578,106.78650665283205,Nguyễn Thị Định
4767,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh.",2121.052734375,36.15888977050781,3,Quận 2,88.0,2,Cơ bản,10.771076202392578,106.78650665283205,Nguyễn Thị Định
4768,"Dự án Citi Home, Đường Đồng Văn Cống, Phường Cát Lái, Quận 2, Hồ Chí Minh",1700.0,28.33,2,Quận 2,60.0,2,Đầy đủ,10.7673168182373,106.784103393555,Đồng Văn Cống
4769,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1800.0,33.96,2,Quận 2,53.0,2,Đầy đủ,10.771076202392578,106.78650665283205,Nguyễn Thị Định
4770,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1950.0,36.79,2,Quận 2,53.0,2,Đầy đủ,10.771076202392578,106.78650665283205,Nguyễn Thị Định
4771,"Dự án Conic Riverside, Phố Tạ Quang Bửu, Phường 7, Quận 8, Hồ Chí Minh",1800.0,36.0,1,Quận 8,50.0,1,Đầy đủ,10.7330026626587,106.652946472168,Nguyễn Duy Trinh
4772,"Dự án Citi Soho, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1750.0,31.25,2,Quận 2,56.0,1,Đầy đủ,10.7678499221802,106.784385681152,Nguyễn Thị Định
4773,"Dự án Citi Soho, Phường Cát Lái, Quận 2, Hồ Chí Minh",1760.0,29.83,2,Quận 2,59.0,2,Đầy đủ,10.767849922180176,106.78438568115234,Nguyễn Thị Định
4774,"Dự án Citi Esto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1870.0,32.24,2,Quận 2,58.0,2,Cơ bản,10.7730369567871,106.771270751953,Nguyễn Thị Định
4775,"Dự án Citi Alto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1800.0,33.96,2,Quận 2,53.0,2,Đầy đủ,10.7710762023926,106.786506652832,Nguyễn Thị Định
4776,"Dự án Citi Soho, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1750.0,30.7,2,Quận 2,57.0,2,Đầy đủ,10.7678499221802,106.784385681152,Nguyễn Thị Định
4777,"Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",1670.0,26.94,2,Quận 2,62.0,1,Đầy đủ,10.756502151489258,106.7624969482422,Võ Chí Công
4778,"Eco Green Sài Gòn, 107, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",9500.0,59.38,4,Quận 7,160.0,2,Đầy đủ,10.7503509521484,106.723175048828,Nguyễn Văn Linh
4779,"Dự án Citi Soho, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",1800.0,32.14,2,Quận 2,56.0,2,Đầy đủ,10.7678499221802,106.784385681152,Nguyễn Thị Định
4780,"Sky 89, 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",3200.0,46.38,2,Quận 7,69.0,2,Đầy đủ,10.7143297195435,106.741432189941,Hoàng Quốc Việt
4781,"River Panorama, 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",3200.0,49.61,2,Quận 7,64.5,2,Full.,10.7141895294189,106.737777709961,Hoàng Quốc Việt
4782,"Sunview Town, Số 8, Đường Gò Dưa, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",2050.0,29.29,2,Thủ Đức,70.0,2,Không nội thất,10.865708,106.72743,Gò Dưa
4783,"Dự án River Gate, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",4850.0,64.67,2,Quận 4,75.0,2,Đầy đủ,10.7627696990967,106.69889831543,Bến Vân Đồn
4784,"Dự án Sky 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",4200.0,47.19,2,Quận 7,89.0,2,Full nội thất cao cấp trị giá 1 tỷ.,10.7143297195435,106.741432189941,Hoàng Quốc Việt
4785,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2350.0,33.57,2,Quận 7,70.0,2,Cơ bản,10.7097158432007,106.730026245117,Nguyễn Lương Bằng
4786,"New City Thủ Thiêm, 17, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",4870.0,57.29,3,Quận 2,85.0,2,Đầy đủ,10.7820606231689,106.740081787109,Mai Chí Thọ
4787,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",2900.0,49.15,2,Quận 9,59.0,2,Không nội thất,10.836082458496094,106.84791564941406,Nguyễn Xiển
4788,"Dự án Sarina Condominium, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh",16000.0,123.08,3,Quận 2,130.0,2,Đầy đủ.,10.773314476013184,106.72608947753906,Mai Chí Thọ
4789,"Dự án Lavita Garden, Đường 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",2500.0,36.76,2,Thủ Đức,68.0,2,Đầy đủ,10.8337841033936,106.760665893555,3
4790,"Dự án Pearl Plaza, Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",3000.0,53.57,1,Bình Thạnh,56.0,1,Cơ bản,10.799614906311,106.718841552734,Điện Biên Phủ
4791,"Dự án Lavita Garden, Đường Số 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",2650.0,38.97,2,Thủ Đức,68.0,2,Đầy đủ,10.8337841033936,106.760665893555,Số 3
4792,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",6500.0,64.36,2,Quận 2,101.0,2,Đầy đủ,10.805335998535156,106.7517318725586,Xa Lộ Hà Nội
4793,"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",3950.0,43.89,3,Quận 7,90.0,2,Đầy đủ,10.7141895294189,106.737777709961,Hoàng Quốc Việt
4794,"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2250.0,36.29,2,Quận 7,62.0,2,Không nội thất,10.699416160583496,106.7301254272461,Nguyễn Lương Bằng
4795,"Dự án Essensia Sky, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",4500.0,55.56,2,Nhà Bè,81.0,2,Cơ bản,10.7040071487427,106.71265411377,Nguyễn Hữu Thọ
4796,"Dự án Cộng Hòa Garden, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",1900.0,39.58,1,Tân Bình,48.0,1,Đầy đủ,10.802412986755373,106.65201568603516,Cộng Hòa
4797,"Eaton Park, Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",12000.0,120.0,3,Quận 2,100.0,3,Cơ bản,10.7948174075111,106.751703947689,Nguyễn Thị Định
4798,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",14400.0,110.77,3,Quận 2,130.0,2,Đầy đủ,10.801277160644531,106.74858856201172,Song Hành
4799,"Dự án Tropic Garden, Đường 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh",5800.0,66.67,2,Quận 2,87.0,2,Đầy đủ,10.813972473144531,106.72784423828124,66
4800,"Dự án Tropic Garden, Đường 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh",5700.0,66.28,2,Quận 2,86.0,2,Đầy đủ,10.813972473144531,106.72784423828124,66
4801,"Dự án Lumiere Boulevard, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",3400.0,67.9,1,Quận 9,50.07,2,Đầy đủ,10.8368759155273,106.840324401855,Nguyễn Xiển
4802,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",4080.0,75.0,2,Quận 9,54.4,2,Đầy đủ,10.836082458496094,106.84791564941406,Nguyễn Xiển
4803,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",13000.0,104.0,3,Quận 2,125.0,3,Đầy đủ,10.801277160644531,106.74858856201172,Song Hành
4804,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1450.0,55.34,1,Quận 9,26.2,1,Đầy đủ,10.8370094299316,106.838989257813,Nguyễn Xiển
4805,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",3150.0,51.3,2,Quận 9,61.4,2,Đầy đủ,10.836082458496094,106.84791564941406,Nguyễn Xiển
4807,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1450.0,52.73,1,Quận 9,27.5,1,Tặng full nội thất cao cấp.,10.841423034667969,106.84011840820312,Xa Lộ Hà Nội
4809,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2300.0,42.2,2,Quận 9,54.5,2,Đầy đủ,10.841423034667969,106.84011840820312,Xa Lộ Hà Nội
4811,"Dự án D'Edge Thảo Điền, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",22646.81640625,124.35265350341797,4,Quận 2,235.0,3,Đầy đủ,10.810338973999,106.731071472168,Nguyễn Văn Hưởng
4812,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",23000.0,135.29,3,Quận 2,170.0,2,Đầy đủ,10.8012771606445,106.748588562012,Song Hành
4813,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",4500.0,39.13,2,Quận 8,115.0,2,Đầy đủ,10.7341603181432,106.65772534841,Tạ Quang Bửu
4814,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1930.0,44.16,1,Quận 9,43.7,2,Đầy đủ,10.841276168823242,106.8386001586914,Nguyễn Xiển
4815,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1680.0,55.83,1,Quận 9,30.0,1,Đầy đủ,10.839659690856934,106.85103607177734,Nguyễn Thị Định
4816,"Dự án Tropic Garden, Đường 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh",7000.0,62.5,3,Quận 2,112.0,2,Đầy đủ,10.813972473144531,106.72784423828124,66
4817,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1900.0,40.34,1,Quận 9,47.1,1,Cơ bản,10.841423034667969,106.84011840820312,Xa Lộ Hà Nội
4818,"Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",3400.0,67.9,1,Thủ Đức,50.0,1,Cơ bản,10.8375844955444,106.717613220215,Số 6
4819,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2360.0,43.22,2,Quận 9,54.6,2,Đầy đủ,10.841423034667969,106.84011840820312,Xa Lộ Hà Nội
4820,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",5400.0,56.25,3,Quận 2,96.0,2,Cơ bản.,10.788448333740234,106.75196838378906,Mai Chí Thọ
4821,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",4030.0000000000005,58.41,2,Quận 9,69.0,2,Không nội thất,10.836082458496094,106.84791564941406,Nguyễn Xiển
4822,"Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh",9000.0,180.0,1,Quận 2,50.0,1,Cơ bản,10.773295402526855,106.71609497070312,Nguyễn Văn Hưởng
4823,"Dự án Lavita Garden, Đường 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",2573.13134765625,39.40984344482422,2,Thủ Đức,68.0,2,Đầy đủ,10.833784103393556,106.76066589355467,3
4824,"Dự án New Saigon Hoàng Anh 3, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",3130.0,25.87,3,Nhà Bè,121.0,3,Đã có nội thất.,10.7196626663208,106.701484680176,Nguyễn Hữu Thọ
4825,"Dự án Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",13900.0,126.36,3,Quận 2,110.0,2,Đầy đủ,10.817425727844238,106.73127746582033,Nguyễn Văn Hưởng
4826,"The Antonia, Nguyễn Lương Bằng, Tân Phú, Quận 7, Hồ Chí Minh",7600.0,100.0,2,Quận 7,76.0,2,Đầy đủ,10.7237667315216,106.724801351911,Nguyễn Lương Bằng
4827,"Citi Esto, Nguyễn Thị Định, Cát Lái, Quận 2, Hồ Chí Minh",1850.0,33.04,2,Quận 2,56.0,1,Cơ bản,10.7808110305688,106.76184503153,Nguyễn Thị Định
4828,"Dự án Xi Riverview Palace, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",11500.0,79.31,3,Quận 2,145.0,4,Đầy đủ nội thất đẹp.,10.8165197372437,106.730667114258,Nguyễn Văn Hưởng
4829,"Dự án Căn hộ DEFINE, Đường Số 60 - TML, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",28614.216796875,110.1923828125,3,Quận 2,220.0,4,Đầy đủ,10.7786502838135,106.756591796875,Số 60 - Tml
4830,"Dự án Emerald - Celadon City, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",4550.0,54.17,2,Tân Phú,84.0,2,Cơ bản,21.026758193969727,105.84119415283205,N4
4831,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5000.0,49.02,3,Quận 2,102.0,2,Đầy đủ,10.7904434204102,106.770309448242,Nguyễn Duy Trinh
4832,"Dự án Vision Bình Tân, Phố Trần Đại Nghĩa, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh.",2100.0,15.56,2,Bình Tân,135.0,2,Đầy đủ,10.7277793884277,106.596611022949,Nguyễn Hữu Thọ
4833,"Dự án Akari City Nam Long, Quận Bình Tân, Hồ Chí Minh",3040.0,49.84,2,Bình Tân,61.0,1,Đầy đủ,10.722117,106.611755,Nguyễn Duy Trinh
4834,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",2900.0,43.09,2,Thủ Đức,67.3,2,Cơ bản,10.8267154693604,106.756912231445,1
4835,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",8500.0,62.96,3,Quận 2,135.0,3,Đầy đủ,10.8053359985352,106.751731872559,Xa Lộ Hà Nội
4836,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",18800.0,244.16,2,Quận 2,77.0,2,- Ntcb chủ đầu tư.,10.77242660522461,106.71341705322266,Đại Lộ Vòng Cung
4837,"Vinhomes Golden River Ba Son, Tôn Đức Thắng, Bến Nghé, Quận 1, Hồ Chí Minh",5600.0,105.66,1,Quận 1,53.0,1,Đầy đủ,10.780709327398,106.707302376681,Nguyễn Văn Hưởng
4838,"Dự án ICON 56, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",7590.0,69.0,3,Quận 4,110.0,3,Cơ bản,10.7661237716675,106.702751159668,Bến Vân Đồn
4840,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",3100.0,46.27,2,Quận 9,67.0,2,Cơ bản,10.800097465515137,106.79257202148436,Võ Chí Công
4841,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh",5500.0,69.62,3,Quận 2,79.0,2,Đầy đủ,10.7863912582397,106.731826782227,Xa Lộ Hà Nội
4842,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",1500.0,55.56,1,Quận 7,27.0,1,Đầy đủ,10.7277641296387,106.701454162598,Nguyễn Văn Linh
4843,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",11300.0,143.04,2,Quận 2,79.0,1,Cơ bản,10.779019355773926,106.71560668945312,Đại Lộ Vòng Cung
4844,"Vinhomes Golden River Ba Son, số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",12800.0,142.22,2,Quận 1,90.0,2,Đầy đủ,10.7841062545776,106.703651428223,Nguyễn Văn Hưởng
4845,"Garden Plaza 1, Phường Tân Phong, Quận 7, Hồ Chí Minh",11500.0,88.46,3,Quận 7,130.0,2,Đầy đủ,10.727406,106.70976,Nguyễn Văn Linh
4846,"Dự án Him Lam Phú An, Đường Thủy Lợi, Phường Phước Long A, Quận 9, Hồ Chí Minh",2700.0,38.03,2,Quận 9,71.0,2,Đầy đủ,10.819493293762209,106.76263427734376,Thủy Lợi
4847,"Dự án Lovera Vista, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",2600.0,31.32,3,Bình Chánh,83.0,2,Đầy đủ,10.6941432952881,106.649490356445,Trịnh Quang Nghị
4848,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",2300.0,38.33,2,Bình Chánh,60.0,2,Cơ bản,10.6923952102661,106.642768859863,Số 19
4849,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",2500.0,35.71,2,Bình Chánh,70.0,2,Đầy đủ,10.6923952102661,106.642768859863,Số 19
4850,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",3920.0,49.0,2,Quận 9,80.0,2,Đầy đủ,10.8385152816772,106.833450317383,Nguyễn Thị Định
4851,"The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",2370.0,33.86,2,Quận 5,70.0,2,Đầy đủ,10.7594948798794,106.679230461135,An Dương Vương
4852,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",19000.0,101.06,4,Bình Thạnh,188.0,3,Đầy đủ,10.794928550720217,106.72074127197266,Điện Biên Phủ
4853,"Dự án Fiato Uptown, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",4200.0,52.5,2,Thủ Đức,80.0,2,Cơ bản,10.8644762039185,106.741882324219,Tô Ngọc Vân
4854,"Hoàng Kim Thế Gia, 31, Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",3000.0,36.58,3,Bình Tân,82.0,2,Cơ bản,10.766725,106.613335,Trương Phước Phan
4855,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",5850.0,91.41,2,Quận 2,64.0,2,Đầy đủ,10.802689552307127,106.74181365966795,Xa Lộ Hà Nội
4856,"Dự án The Galleria Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",38000.0,223.53,4,Quận 2,170.0,3,Đầy đủ,10.77908706665039,106.71559143066406,Đại Lộ Vòng Cung
4857,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",31584.48828125,245.4039764404297,2,Quận 2,75.0,2,Cơ bản,10.7759679454887,106.712043762207,Đại Lộ Vòng Cung
4858,"The Privia, An Dương Vương, An Lạc, Bình Tân, Hồ Chí Minh",4230.0,50.96,3,Bình Tân,83.0,2,Đầy đủ,10.7342090042794,106.620285412885,Võ Văn Kiệt
4859,"Dự án Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",11350.0,131.98,2,Quận 2,86.0,2,Cơ bản,10.817425727844238,106.73127746582033,Nguyễn Văn Hưởng
4860,"Dự án New City Thủ Thiêm, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",5300.0,66.25,2,Quận 2,80.0,2,Đầy đủ,10.782060623168944,106.74008178710938,Mai Chí Thọ
4861,"Dự án New City Thủ Thiêm, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",5000.0,58.82,3,Quận 2,85.0,2,Đầy đủ,10.782060623168944,106.74008178710938,Mai Chí Thọ
4862,"Dự án New City Thủ Thiêm, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",4800.0,55.81,3,Quận 2,86.0,2,Đầy đủ,10.782060623168944,106.74008178710938,Mai Chí Thọ
4863,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",1700.0,33.33,2,Thủ Đức,51.0,2,Đầy đủ,10.8267154693604,106.756912231445,1
4864,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",1700.0,33.33,2,Thủ Đức,51.0,2,Cơ bản,10.8267154693604,106.756912231445,1
4865,"Dự án Citi Soho, Phường Cát Lái, Quận 2, Hồ Chí Minh",2100.0,34.43,2,Quận 2,61.0,2,Đầy đủ,10.7678499221802,106.784385681152,Nguyễn Thị Định
4866,"Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",16320.0,81.6,4,Thủ Đức,200.0,2,Đầy đủ,10.837584495544434,106.71761322021484,Số 6
4867,"Dự án Park Legend, Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",5800.0,89.23,2,Tân Bình,65.0,2,Cơ bản,10.800010681152344,106.66071319580078,Hoàng Văn Thụ
4868,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",4700.0,58.75,2,Quận 9,80.0,2,Đầy đủ,10.8428988267206,106.845123291016,Nguyễn Thị Định
4869,"Dự án Midtown Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Hồ Chí Minh",8500.0,87.63,2,Quận 7,97.0,2,Cơ bản,10.724321365356444,106.7282257080078,Nguyễn Lương Bằng
4870,"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",2900.0,48.33,2,Bình Chánh,60.0,1,Đầy đủ,10.7337465286255,106.68962097168,Số 9a
4871,"Dự án The Horizon Phú Mỹ Hưng, Đường Trần Văn Trà, Phường Tân Phú, Quận 7, Hồ Chí Minh",14660.0,120.15,3,Quận 7,122.0,2,Đầy đủ,10.7212533950806,106.716453552246,Trần Văn Trà
4872,"Dự án The Golden Star, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",3000.0,43.62,2,Quận 7,68.77,2,Full nội thất cao cấp như hình,10.7379093170166,106.726455688477,Nguyễn Thị Thập
4873,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",7600.0,110.14,2,Quận 2,69.0,2,Cơ bản,10.804214477539064,106.74951934814452,Võ Nguyên Giáp
4874,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh.",3700.0,50.68,2,Quận 2,73.0,2,Đầy đủ,10.7990818023682,106.751770019531,Mai Chí Thọ
4875,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",1750.0,51.47,1,Quận 9,34.0,2,Đầy đủ,10.841423034667969,106.84011840820312,Xa Lộ Hà Nội
4876,"Dự án Saigon Royal Residence, 35 Đường Bến Vân Đồn, Phường 13, Quận 4, Hồ Chí Minh",6000.0,73.16,2,Quận 4,82.0,2,Đầy đủ,10.7674293518066,106.704132080078,Bến Vân Đồn
4877,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",10000.0,80.64,3,Quận 2,124.0,2,Đầy đủ,10.778997421264648,106.7471923828125,Nguyễn Thị Định
4878,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",1430.0,27.96,2,Bình Chánh,51.14,2,Cơ bản,10.7093620300293,106.642242431641,Nguyễn Văn Linh
4879,"Dự án HQC Plaza, Đường Nguyễn Văn Linh, Xã An Phú Tây, Bình Chánh, Hồ Chí Minh",1300.0,20.64,2,Bình Chánh,63.0,2,Đầy đủ,10.69362449646,106.609382629395,Nguyễn Văn Linh
4880,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",7450.0,72.33,2,Quận 2,103.0,2,Thô,10.7768859863281,106.756202697754,Phan Văn Đáng
4881,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",6500.0,75.58,2,Quận 2,86.0,2,Đầy đủ,10.7789974212646,106.747192382813,Nguyễn Thị Định
4882,"Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",4700.0,54.65,3,Bình Thạnh,86.0,2,Đầy đủ,10.81614112854,106.706199645996,Nguyễn Hữu Cảnh
4883,"Dự án Hoàng Anh Thanh Bình, Đường D4, Phường Tân Hưng, Quận 7, Hồ Chí Minh",3200.0,28.07,3,Quận 7,114.0,2,"Full nội thất cao cấp thiết kế tỉ mỉ riêng. Có sofa, bàn ăn 1m8 gỗ xịn, TV, máy lạnh, tủ lạnh, máy nước nóng, tủ âm tường, sàn gỗ cao cấp, hệ thống giường tủ thiết kế riêng cho nhà, tất cả đều để lại.",10.7456903457642,106.69889831543,D4
